id,symbol,date,open,high,low,close,adj_close,volume,created_at,dividends,stock_splits,capital_gains
2198,XLV,2025-09-23,136.26,137.35,136.15,136.94,136.94,9903000,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2199,XLV,2025-09-24,136.82,137.06,136.16,136.39,136.39,7471600,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2200,XLV,2025-09-25,136.13,136.18,133.73,134.13,134.13,14099700,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2201,XLV,2025-09-26,135.15,135.62,134.64,135.5,135.5,10071000,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2202,XLV,2025-09-29,135.68,135.97,134.74,135.9,135.9,7735700,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2203,XLV,2025-09-30,135.76,139.5,135.67,139.17,139.17,19313500,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2204,XLV,2025-10-01,139.8,143.73,139.6,143.47,143.47,23657900,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2205,XLV,2025-10-02,142.15,143.57,142.15,143.19,143.19,15176200,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2206,XLV,2025-10-03,143.57,146.14,143.56,144.82,144.82,15829200,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2207,XLV,2025-10-06,144.9,145.06,143.97,144.12,144.12,12879900,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2208,XLV,2025-10-07,144.12,144.66,143.28,144.23,144.23,12478700,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2209,XLV,2025-10-08,144.6,144.97,144.02,144.51,144.51,8925800,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2210,XLV,2025-10-09,144.78,145.25,143.96,144.19,144.19,7657000,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2211,XLV,2025-10-10,144.61,144.74,141.94,142.11,142.11,13350100,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2212,XLV,2025-10-13,141.73,142.94,141.63,141.95,141.95,8257500,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2213,XLV,2025-10-14,141.6,142.86,141.05,142.34,142.34,10044700,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2214,XLV,2025-10-15,142.02,143.25,141.36,142.56,142.56,7260600,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2215,XLV,2025-10-16,142.85,143.64,141.96,142.32,142.32,11194100,2025-10-24 22:59:49.677963,0.0,0.0,0.0
2216,XLV,2025-10-17,141.58,143.42,141.39,143.27,143.27,8160300,2025-10-24 22:59:49.677963,0.0,0.0,0.0
1292,XLV,2025-10-20,143.72,144.99,143.56,144.79,144.79,8435900,2025-10-24 22:59:49.677963,0.0,0.0,0.0
